transaction_id,amount,transaction_date,hour,home_country,tx_country,alert_reason
17520,125299.05,2024-01-17 18:59:32,18,Russia,Джибути,High amount
6987,125251.92,2024-08-26 15:19:33,15,Russia,Russia,High amount
27648,125198.43,2024-05-10 02:40:01,2,Russia,Russia,High amount
2186,125195.01,2024-05-16 06:44:06,6,Russia,Russia,High amount
7777,125185.14,2024-07-14 17:53:31,17,Russia,Russia,High amount
7208,125175.41,2024-04-21 11:08:25,11,Russia,Russia,High amount
24853,125118.26,2024-12-11 07:30:53,7,Russia,Russia,High amount
10682,125100.89,2024-10-31 18:21:15,18,Russia,Russia,High amount
21893,125096.33,2024-03-15 05:25:17,5,Russia,Russia,High amount
9368,125045.57,2024-03-24 03:48:51,3,Russia,Джибути,High amount
3010,125041.38,2024-05-17 07:40:37,7,Russia,Russia,High amount
21077,125040.1,2024-04-19 22:58:05,22,Russia,Russia,High amount
23164,125023.92,2024-06-27 20:42:24,20,Russia,Russia,High amount
9063,125011.36,2024-02-06 20:36:35,20,Russia,Russia,High amount
15131,124971.55,2024-11-24 09:46:00,9,Russia,Russia,High amount
21715,124966.5,2024-01-30 03:47:35,3,Russia,Russia,High amount
6607,124965.92,2024-01-30 20:37:34,20,Russia,Russia,High amount
28678,124961.41,2024-09-08 13:59:06,13,Russia,Russia,High amount
10405,124956.01,2024-04-20 08:50:49,8,Russia,Russia,High amount
22119,124925.55,2024-08-01 20:24:54,20,Russia,Russia,High amount
550,124864.72,2024-08-24 10:01:35,10,Russia,Russia,High amount
13465,124806.59,2024-11-27 23:29:39,23,Russia,Russia,High amount
23002,124793.2,2024-10-30 02:27:39,2,Russia,Russia,High amount
5906,124772.05,2024-05-11 02:50:47,2,Russia,Бутан,High amount
21848,124767.3,2024-09-16 15:20:43,15,Russia,Russia,High amount
16601,124764.22,2024-11-17 10:59:27,10,Russia,Russia,High amount
22901,124728.61,2024-05-03 11:16:22,11,Russia,Russia,High amount
12132,124705.3,2024-04-06 11:56:09,11,Russia,Russia,High amount
29692,124681.28,2024-01-31 06:42:19,6,Russia,Russia,High amount
1246,124661.23,2024-07-28 00:14:34,0,Russia,Russia,High amount
12819,124644.98,2024-05-15 21:34:37,21,Russia,Russia,High amount
24264,124642.77,2024-11-22 12:36:56,12,Russia,Russia,High amount
10972,124639.15,2024-01-09 06:45:03,6,Russia,Russia,High amount
2785,124617.48,2024-12-26 16:50:01,16,Russia,Russia,High amount
18053,124610.48,2024-02-13 07:03:18,7,Russia,Russia,High amount
21886,124609.67,2024-07-10 17:59:14,17,Russia,Russia,High amount
5362,124608.78,2024-02-23 04:27:28,4,Russia,Russia,High amount
24024,124594.18,2024-09-20 06:36:07,6,Russia,Russia,High amount
9024,124546.64,2024-05-28 14:48:58,14,Russia,Russia,High amount
10151,124545.66,2024-09-28 18:26:11,18,Russia,Russia,High amount
5541,124506.16,2024-09-02 15:53:25,15,Russia,Russia,High amount
4841,124503.74,2024-10-28 16:43:41,16,Russia,Russia,High amount
6179,124459.27,2024-08-22 10:41:35,10,Russia,Russia,High amount
2783,124450.83,2024-12-12 07:10:04,7,Russia,Russia,High amount
17244,124439.0,2024-06-05 11:07:05,11,Russia,Бутан,High amount
23616,124422.47,2024-03-04 13:44:42,13,Russia,Russia,High amount
23509,124421.62,2024-04-06 00:50:14,0,Russia,Венгрия,High amount
2102,124368.0,2024-05-27 10:21:35,10,Russia,Russia,High amount
13480,124362.88,2024-08-24 15:39:32,15,Russia,Russia,High amount
11050,124351.18,2024-01-03 21:09:03,21,Russia,Russia,High amount
19845,124317.33,2024-04-04 02:16:37,2,Russia,Russia,High amount
26434,124309.06,2024-12-14 09:33:14,9,Russia,Russia,High amount
17910,124292.39,2024-02-19 09:34:14,9,Russia,Russia,High amount
630,124261.9,2024-01-14 10:15:52,10,Russia,Russia,High amount
24987,124260.54,2024-02-07 18:48:58,18,Russia,Russia,High amount
18149,124254.7,2024-10-08 05:20:44,5,Russia,Russia,High amount
20415,124249.5,2024-04-13 02:57:07,2,Russia,Бутан,High amount
21227,124244.97,2024-02-24 09:04:26,9,Russia,Russia,High amount
14751,124227.73,2024-12-23 20:40:31,20,Russia,Russia,High amount
29147,124223.89,2024-04-23 04:35:12,4,Russia,Russia,High amount
21843,124214.04,2024-09-23 01:58:16,1,Russia,Russia,High amount
22136,124206.95,2024-02-10 22:29:44,22,Russia,Финляндия,High amount
344,124179.54,2024-06-19 09:39:51,9,Russia,Russia,High amount
16042,124168.2,2024-10-30 21:13:35,21,Russia,Russia,High amount
27981,124056.62,2024-01-21 09:22:47,9,Russia,Russia,High amount
1075,123973.77,2024-07-30 17:22:15,17,Russia,Russia,High amount
11404,123927.73,2024-04-18 02:52:29,2,Russia,Russia,High amount
24839,123914.81,2024-12-26 01:10:00,1,Russia,Russia,High amount
6232,123884.14,2024-02-08 18:45:02,18,Russia,Russia,High amount
20407,123875.97,2024-11-28 09:38:55,9,Russia,Russia,High amount
18026,123866.6,2024-02-22 16:32:17,16,Russia,Russia,High amount
21279,123829.58,2024-02-08 17:00:43,17,Russia,Russia,High amount
4810,123812.87,2024-09-02 20:49:29,20,Russia,Russia,High amount
16513,123805.49,2024-07-08 19:04:17,19,Russia,Russia,High amount
6660,123788.72,2024-06-28 17:17:54,17,Russia,Russia,High amount
16547,123780.02,2024-03-03 02:29:40,2,Russia,Russia,High amount
3210,123775.28,2024-12-02 04:43:54,4,Russia,Russia,High amount
10769,123763.78,2024-11-20 22:34:52,22,Russia,Russia,High amount
28316,123755.14,2024-02-09 21:56:54,21,Russia,Russia,High amount
16450,123752.17,2024-02-24 14:27:14,14,Russia,Russia,High amount
15264,123717.9,2024-12-04 04:24:49,4,Russia,Russia,High amount
15886,123646.6,2024-04-06 01:03:39,1,Russia,Russia,High amount
14688,123620.98,2024-10-16 18:11:23,18,Russia,Russia,High amount
21908,123591.41,2024-02-16 06:38:19,6,Russia,Russia,High amount
21511,123560.89,2024-09-05 00:17:28,0,Russia,Russia,High amount
9963,123559.23,2024-11-18 17:13:00,17,Russia,Russia,High amount
9217,123545.63,2024-01-18 08:54:55,8,Russia,Russia,High amount
23834,123509.62,2024-07-17 20:31:01,20,Russia,Russia,High amount
15032,123501.88,2024-11-27 15:26:46,15,Russia,Russia,High amount
20203,123456.13,2024-12-26 22:17:10,22,Russia,Russia,High amount
7978,123433.15,2024-05-21 07:08:38,7,Russia,Russia,High amount
29099,123428.77,2024-10-20 11:22:28,11,Russia,Russia,High amount
19104,123424.44,2024-02-13 00:40:05,0,Russia,Russia,High amount
22199,123424.41,2024-06-13 04:36:45,4,Russia,Russia,High amount
9223,123395.95,2024-08-18 22:05:30,22,Russia,Венгрия,High amount
21920,123387.39,2024-11-10 14:51:28,14,Russia,Russia,High amount
25284,123380.32,2024-02-14 10:01:23,10,Russia,Russia,High amount
3264,123368.67,2024-12-20 01:52:27,1,Russia,Russia,High amount
29297,123357.09,2024-03-10 01:23:19,1,Russia,Russia,High amount
1041,123333.58,2024-12-10 23:09:42,23,Russia,Russia,High amount
7252,123229.98,2024-06-17 09:22:31,9,Russia,Russia,High amount
29028,123220.19,2024-12-07 04:31:39,4,Russia,Джибути,High amount
10837,123192.96,2024-10-22 14:47:10,14,Russia,Russia,High amount
15911,123163.3,2024-06-30 12:57:24,12,Russia,Russia,High amount
24453,123142.79,2024-02-18 09:58:18,9,Russia,Russia,High amount
1372,123112.14,2024-05-16 23:32:37,23,Russia,Бутан,High amount
12756,123100.33,2024-12-21 20:11:25,20,Russia,Бутан,High amount
9289,123094.73,2024-12-17 20:42:49,20,Russia,Russia,High amount
12050,123074.54,2024-01-10 18:41:29,18,Russia,Russia,High amount
2558,123040.09,2024-02-22 16:04:02,16,Russia,Russia,High amount
22857,122984.02,2024-09-08 14:52:56,14,Russia,Russia,High amount
1128,122973.46,2024-03-23 18:11:05,18,Russia,Russia,High amount
4149,122964.38,2024-04-27 02:41:23,2,Russia,Russia,High amount
8899,122938.76,2024-03-02 02:08:16,2,Russia,Russia,High amount
6762,122938.76,2024-01-12 16:53:57,16,Russia,Russia,High amount
15086,122910.61,2024-09-16 07:10:41,7,Russia,Russia,High amount
3503,122859.58,2024-10-02 07:34:28,7,Russia,Russia,High amount
28258,122850.04,2024-06-11 07:56:40,7,Russia,Russia,High amount
13537,122801.15,2024-03-22 02:22:20,2,Russia,Russia,High amount
6773,122794.28,2024-06-24 19:54:07,19,Russia,Russia,High amount
27491,122777.16,2024-05-13 08:49:15,8,Russia,Russia,High amount
19694,122757.39,2024-11-18 11:49:44,11,Russia,Russia,High amount
831,122751.44,2024-06-13 23:51:10,23,Russia,Russia,High amount
29298,122710.95,2024-05-07 06:08:28,6,Russia,Russia,High amount
24547,122641.64,2024-05-07 06:38:45,6,Russia,Russia,High amount
8516,122610.76,2024-07-13 14:51:16,14,Russia,Russia,High amount
25324,122602.08,2024-02-08 20:25:08,20,Russia,Russia,High amount
18610,122597.87,2024-12-10 23:12:16,23,Russia,Russia,High amount
17213,122571.5,2024-03-16 08:54:13,8,Russia,Russia,High amount
6073,122547.71,2024-04-28 07:40:41,7,Russia,Russia,High amount
15537,122540.39,2024-02-03 00:52:17,0,Russia,Russia,High amount
12370,122519.49,2024-03-02 10:07:43,10,Russia,Russia,High amount
9183,122499.91,2024-01-25 01:17:52,1,Russia,Венгрия,High amount
18645,122478.14,2024-06-25 19:50:20,19,Russia,Russia,High amount
10291,122474.86,2024-10-29 22:09:53,22,Russia,Russia,High amount
15056,122447.95,2024-07-09 18:56:25,18,Russia,Russia,High amount
26108,122444.51,2024-08-24 14:25:48,14,Russia,Russia,High amount
3843,122433.02,2024-12-21 15:47:52,15,Russia,Russia,High amount
26492,122405.29,2024-06-29 23:35:27,23,Russia,Russia,High amount
2285,122373.81,2024-11-15 01:36:47,1,Russia,Russia,High amount
6905,122372.42,2024-10-19 23:36:36,23,Russia,Russia,High amount
13772,122357.03,2024-08-24 23:19:50,23,Russia,Russia,High amount
3259,122345.97,2024-12-04 05:29:02,5,Russia,Russia,High amount
15516,122333.34,2024-12-04 11:28:19,11,Russia,Russia,High amount
12736,122303.78,2024-03-18 00:50:37,0,Russia,Russia,High amount
25689,122294.69,2024-12-29 00:53:38,0,Russia,Russia,High amount
20498,122288.26,2024-07-11 02:00:51,2,Russia,Венгрия,High amount
13942,122281.66,2024-01-25 02:00:51,2,Russia,Бутан,High amount
15411,122268.69,2024-10-03 08:04:44,8,Russia,Венгрия,High amount
18679,122255.13,2024-01-16 06:37:03,6,Russia,Russia,High amount
24176,122236.93,2024-10-29 18:22:59,18,Russia,Russia,High amount
23217,122180.8,2024-12-26 02:41:00,2,Russia,Russia,High amount
19841,122147.08,2024-11-28 15:13:45,15,Russia,Russia,High amount
10542,122129.26,2024-09-15 18:34:12,18,Russia,Russia,High amount
21449,122127.89,2024-03-28 14:27:12,14,Russia,Russia,High amount
5859,122116.84,2024-07-05 02:41:10,2,Russia,Бутан,High amount
2135,122068.98,2024-10-20 10:07:50,10,Russia,Russia,High amount
9900,122063.9,2024-06-11 11:25:56,11,Russia,Russia,High amount
19644,122060.73,2024-09-13 11:38:06,11,Russia,Russia,High amount
27336,122059.07,2024-08-01 02:53:28,2,Russia,Russia,High amount
9961,122028.65,2024-01-14 19:08:31,19,Russia,Russia,High amount
27100,122023.66,2024-02-07 11:43:18,11,Russia,Russia,High amount
5416,122017.17,2024-03-02 17:58:46,17,Russia,Russia,High amount
2714,121973.83,2024-07-17 12:54:06,12,Russia,Russia,High amount
3899,121917.8,2024-02-02 01:04:08,1,Russia,Финляндия,High amount
24730,121868.85,2024-08-18 23:15:45,23,Russia,Russia,High amount
17973,121839.55,2024-07-09 04:29:43,4,Russia,Бутан,High amount
22435,121830.62,2024-11-14 17:20:23,17,Russia,Russia,High amount
2503,121817.55,2024-10-16 01:47:52,1,Russia,Russia,High amount
17886,121779.18,2024-02-24 19:51:55,19,Russia,Russia,High amount
10642,121768.77,2024-03-06 09:19:17,9,Russia,Russia,High amount
27165,121752.5,2024-04-25 08:33:37,8,Russia,Russia,High amount
3144,121739.04,2024-09-11 21:31:24,21,Russia,Russia,High amount
15089,121732.85,2024-06-10 10:09:18,10,Russia,Russia,High amount
3348,121723.46,2024-12-19 02:02:31,2,Russia,Russia,High amount
27547,121708.6,2024-10-27 02:50:59,2,Russia,Бутан,High amount
3597,121661.21,2024-08-31 02:57:41,2,Russia,Russia,High amount
16867,121660.95,2024-03-10 05:43:34,5,Russia,Финляндия,High amount
10272,121648.16,2024-07-20 03:59:23,3,Russia,Russia,High amount
26324,121636.95,2024-09-02 04:08:59,4,Russia,Бутан,High amount
12497,121606.08,2024-04-07 02:26:45,2,Russia,Russia,High amount
8983,121541.64,2024-12-28 20:57:57,20,Russia,Russia,High amount
23379,121536.9,2024-11-19 21:55:42,21,Russia,Russia,High amount
1901,121356.87,2024-01-30 23:20:44,23,Russia,Russia,High amount
29876,121349.61,2024-11-08 15:39:56,15,Russia,Russia,High amount
9135,121328.8,2024-03-28 17:19:27,17,Russia,Russia,High amount
27625,121280.46,2024-02-01 13:54:30,13,Russia,Russia,High amount
14051,121277.09,2024-05-28 09:44:56,9,Russia,Russia,High amount
7943,121185.32,2024-07-11 05:41:45,5,Russia,Russia,High amount
25553,121142.56,2024-01-08 05:24:43,5,Russia,Russia,High amount
11186,121108.19,2024-09-28 22:36:02,22,Russia,Бутан,High amount
27802,121095.89,2024-09-06 20:04:57,20,Russia,Russia,High amount
26328,121055.79,2024-02-27 17:21:49,17,Russia,Russia,High amount
28298,121053.29,2024-10-22 01:03:13,1,Russia,Russia,High amount
7802,121039.07,2024-10-26 02:29:10,2,Russia,Russia,High amount
28589,120955.38,2024-06-30 05:15:50,5,Russia,Russia,High amount
11052,120904.01,2024-03-04 08:31:32,8,Russia,Russia,High amount
1287,120867.11,2024-12-10 01:48:16,1,Russia,Russia,High amount
16311,120850.46,2024-12-14 11:08:11,11,Russia,Russia,High amount
14551,120848.19,2024-01-28 06:41:02,6,Russia,Russia,High amount
14435,120796.42,2024-12-07 07:00:19,7,Russia,Russia,High amount
4794,120760.1,2024-01-20 02:09:42,2,Russia,Russia,High amount
24808,120745.47,2024-04-10 16:13:59,16,Russia,Russia,High amount
20554,120705.81,2024-05-07 13:00:10,13,Russia,Russia,High amount
16866,120694.88,2024-02-05 08:18:42,8,Russia,Венгрия,High amount
12390,120659.15,2024-09-23 18:19:00,18,Russia,Russia,High amount
15462,120610.83,2024-05-28 12:23:50,12,Russia,Russia,High amount
8712,120605.59,2024-12-27 04:11:39,4,Russia,Russia,High amount
15751,120589.84,2024-07-31 07:31:52,7,Russia,Russia,High amount
6513,120570.91,2024-06-02 02:55:12,2,Russia,Russia,High amount
2501,120563.41,2024-12-15 06:27:16,6,Russia,Russia,High amount
4173,120537.96,2024-10-31 09:14:42,9,Russia,Russia,High amount
20148,120526.7,2024-06-18 04:11:40,4,Russia,Russia,High amount
3003,120504.44,2024-05-12 08:27:01,8,Russia,Russia,High amount
18927,120458.65,2024-03-17 19:19:40,19,Russia,Russia,High amount
15098,120456.1,2024-04-09 09:13:24,9,Russia,Russia,High amount
6171,120450.93,2024-02-19 23:34:12,23,Russia,Russia,High amount
27904,120417.7,2024-04-26 12:28:56,12,Russia,Russia,High amount
29267,120384.07,2024-12-04 07:10:27,7,Russia,Russia,High amount
15546,120340.96,2024-08-07 14:07:20,14,Russia,Russia,High amount
23003,120327.65,2024-10-01 20:21:46,20,Russia,Russia,High amount
26487,120298.14,2024-01-14 03:39:54,3,Russia,Венгрия,High amount
18966,120297.16,2024-05-23 15:53:09,15,Russia,Russia,High amount
7971,120258.31,2024-06-21 02:26:41,2,Russia,Russia,High amount
17482,120257.78,2024-07-11 07:52:08,7,Russia,Russia,High amount
7852,120257.03,2024-06-12 08:21:29,8,Russia,Russia,High amount
7230,120251.94,2024-05-11 19:25:12,19,Russia,Russia,High amount
2381,120210.29,2024-02-26 00:55:12,0,Russia,Russia,High amount
12783,120196.24,2024-09-18 05:00:37,5,Russia,Russia,High amount
6118,120192.55,2024-10-08 01:10:56,1,Russia,Russia,High amount
8933,120178.15,2024-03-11 19:08:33,19,Russia,Russia,High amount
28594,120174.51,2024-06-13 08:56:38,8,Russia,Russia,High amount
22726,120136.15,2024-03-19 01:57:27,1,Russia,Russia,High amount
234,120128.71,2024-10-30 23:19:37,23,Russia,Russia,High amount
5939,120123.06,2024-04-10 07:08:42,7,Russia,Russia,High amount
26378,120050.76,2024-07-14 02:47:54,2,Russia,Russia,High amount
6375,120038.57,2024-06-22 21:14:51,21,Russia,Russia,High amount
21405,120028.14,2024-12-01 02:02:29,2,Russia,Russia,High amount
27370,120020.31,2024-05-28 10:26:27,10,Russia,Russia,High amount
20006,120017.51,2024-09-07 06:21:18,6,Russia,Russia,High amount
2586,119995.65,2024-02-14 21:29:39,21,Russia,Russia,High amount
7307,119974.71,2024-07-18 08:53:12,8,Russia,Russia,High amount
3502,119925.35,2024-08-29 01:00:08,1,Russia,Russia,High amount
9187,119907.92,2024-11-08 21:53:27,21,Russia,Russia,High amount
12280,119882.4,2024-01-06 20:41:56,20,Russia,Russia,High amount
20524,119872.9,2024-01-04 02:51:53,2,Russia,Russia,High amount
23295,119839.72,2024-08-23 06:21:30,6,Russia,Russia,High amount
11596,119811.03,2024-08-19 20:22:14,20,Russia,Russia,High amount
17098,119788.52,2024-08-12 00:41:29,0,Russia,Russia,High amount
1969,119746.35,2024-08-04 00:01:05,0,Russia,Russia,High amount
6581,119744.58,2024-10-15 09:54:28,9,Russia,Russia,High amount
2817,119711.76,2024-12-03 12:26:00,12,Russia,Russia,High amount
25584,119692.17,2024-11-27 18:49:35,18,Russia,Russia,High amount
22172,119656.88,2024-09-20 16:18:45,16,Russia,Russia,High amount
20656,119633.98,2024-09-25 17:24:42,17,Russia,Russia,High amount
10936,119569.58,2024-02-21 11:17:47,11,Russia,Венгрия,High amount
15938,119566.1,2024-07-01 15:08:38,15,Russia,Russia,High amount
17108,119523.03,2024-11-03 19:04:42,19,Russia,Russia,High amount
14198,119433.09,2024-11-26 06:43:43,6,Russia,Russia,High amount
3599,119431.41,2024-09-28 06:43:07,6,Russia,Russia,High amount
9336,119417.43,2024-02-27 22:53:52,22,Russia,Russia,High amount
3009,119415.94,2024-07-07 00:39:09,0,Russia,Russia,High amount
12046,119361.12,2024-06-22 05:54:50,5,Russia,Russia,High amount
6516,119335.16,2024-05-04 02:45:30,2,Russia,Джибути,High amount
22713,119324.51,2024-10-30 09:02:28,9,Russia,Russia,High amount
1711,119300.12,2024-08-18 22:26:57,22,Russia,Russia,High amount
29874,119298.37,2024-09-18 15:49:38,15,Russia,Russia,High amount
28789,119279.78,2024-02-19 14:47:26,14,Russia,Russia,High amount
19118,119270.84,2024-10-02 19:19:42,19,Russia,Russia,High amount
16348,119264.19,2024-12-18 10:34:47,10,Russia,Russia,High amount
7527,119248.37,2024-03-14 16:04:56,16,Russia,Бутан,High amount
15693,119238.32,2024-05-15 05:00:50,5,Russia,Russia,High amount
10228,119217.79,2024-08-23 20:17:06,20,Russia,Russia,High amount
7013,119215.03,2024-10-27 19:03:07,19,Russia,Russia,High amount
19760,119192.12,2024-10-29 23:06:10,23,Russia,Russia,High amount
10410,119138.39,2024-11-27 03:32:10,3,Russia,Russia,High amount
3061,119129.88,2024-02-10 01:19:22,1,Russia,Russia,High amount
22132,119091.03,2024-10-14 00:18:18,0,Russia,Russia,High amount
24734,119083.45,2024-12-23 14:20:43,14,Russia,Russia,High amount
24060,119029.54,2024-05-04 03:56:59,3,Russia,Russia,High amount
29640,119006.96,2024-02-12 05:00:09,5,Russia,Russia,High amount
5919,119006.44,2024-02-20 03:52:58,3,Russia,Russia,High amount
8873,118966.42,2024-04-02 18:52:12,18,Russia,Russia,High amount
603,118943.05,2024-08-07 12:24:39,12,Russia,Russia,High amount
26536,118926.62,2024-10-07 15:09:49,15,Russia,Russia,High amount
15226,118914.91,2024-07-16 12:24:30,12,Russia,Russia,High amount
8722,118908.83,2024-05-09 17:08:42,17,Russia,Russia,High amount
13001,118894.85,2024-03-08 14:22:01,14,Russia,Финляндия,High amount
9774,118860.68,2024-03-25 16:44:32,16,Russia,Russia,High amount
2073,118808.25,2024-05-30 02:54:26,2,Russia,Russia,High amount
3791,118770.59,2024-05-26 08:47:20,8,Russia,Russia,High amount
7900,118765.4,2024-12-12 11:57:23,11,Russia,Russia,High amount
14574,118750.92,2024-11-28 00:13:05,0,Russia,Russia,High amount
8334,118735.91,2024-02-02 08:07:17,8,Russia,Russia,High amount
29227,118733.5,2024-10-26 07:07:03,7,Russia,Russia,High amount
23257,118710.46,2024-02-16 23:59:35,23,Russia,Russia,High amount
12017,118683.66,2024-08-15 06:20:15,6,Russia,Russia,High amount
22565,118631.45,2024-07-02 04:36:40,4,Russia,Russia,High amount
1484,118619.88,2024-02-07 02:27:57,2,Russia,Russia,High amount
1200,118558.42,2024-10-25 10:12:23,10,Russia,Russia,High amount
6348,118550.39,2024-09-09 22:43:05,22,Russia,Финляндия,High amount
22815,118542.03,2024-04-27 20:36:11,20,Russia,Russia,High amount
25452,118530.73,2024-02-19 17:59:31,17,Russia,Russia,High amount
23943,118514.76,2024-03-04 01:29:17,1,Russia,Russia,High amount
24059,118499.99,2024-09-07 20:31:34,20,Russia,Russia,High amount
8154,118484.13,2024-05-11 02:03:03,2,Russia,Джибути,High amount
19111,118479.98,2024-07-25 03:46:47,3,Russia,Russia,High amount
21966,118459.01,2024-08-21 05:59:28,5,Russia,Russia,High amount
28520,118441.32,2024-09-02 10:30:47,10,Russia,Russia,High amount
19317,118422.13,2024-11-21 00:24:45,0,Russia,Russia,High amount
12313,118420.81,2024-09-14 00:42:59,0,Russia,Russia,High amount
378,118392.44,2024-06-18 05:40:08,5,Russia,Russia,High amount
4917,118310.31,2024-04-17 10:54:14,10,Russia,Russia,High amount
19382,118268.37,2024-06-20 11:12:03,11,Russia,Russia,High amount
20458,118250.8,2024-11-08 16:56:28,16,Russia,Russia,High amount
14017,118248.18,2024-04-19 01:04:35,1,Russia,Russia,High amount
8912,118228.33,2024-04-16 08:37:42,8,Russia,Финляндия,High amount
13397,118219.5,2024-08-05 14:57:20,14,Russia,Russia,High amount
6991,118211.41,2024-09-01 04:33:31,4,Russia,Russia,High amount
22655,118175.22,2024-04-07 18:08:22,18,Russia,Russia,High amount
24660,118134.96,2024-02-14 23:55:43,23,Russia,Russia,High amount
12163,118116.56,2024-06-02 10:06:09,10,Russia,Russia,High amount
22118,118096.66,2024-11-03 04:14:18,4,Russia,Russia,High amount
4916,118094.93,2024-07-14 20:27:04,20,Russia,Russia,High amount
22643,118014.96,2024-04-14 19:29:21,19,Russia,Russia,High amount
17263,117996.5,2024-06-23 06:33:28,6,Russia,Russia,High amount
28516,117990.53,2024-07-04 23:08:56,23,Russia,Russia,High amount
14013,117984.46,2024-10-11 17:15:26,17,Russia,Russia,High amount
23800,117967.87,2024-12-16 01:49:25,1,Russia,Russia,High amount
14150,117963.97,2024-04-19 15:18:47,15,Russia,Russia,High amount
15810,117960.38,2024-07-25 00:57:46,0,Russia,Russia,High amount
2630,117917.25,2024-08-27 23:04:25,23,Russia,Russia,High amount
15421,117875.24,2024-09-26 03:14:34,3,Russia,Russia,High amount
9903,117864.0,2024-02-03 22:48:02,22,Russia,Russia,High amount
3569,117848.75,2024-06-10 22:19:19,22,Russia,Russia,High amount
23816,117845.26,2024-09-30 05:29:14,5,Russia,Russia,High amount
15566,117844.84,2024-04-28 03:51:48,3,Russia,Russia,High amount
21512,117818.6,2024-04-19 07:54:59,7,Russia,Венгрия,High amount
25356,117818.05,2024-09-01 16:28:23,16,Russia,Russia,High amount
1039,117769.26,2024-11-06 19:50:00,19,Russia,Russia,High amount
20026,117691.61,2024-08-27 20:14:57,20,Russia,Russia,High amount
8343,117688.45,2024-06-19 12:57:28,12,Russia,Russia,High amount
17606,117551.94,2024-04-18 16:47:30,16,Russia,Russia,High amount
9760,117549.75,2024-08-07 23:17:49,23,Russia,Russia,High amount
20714,117531.1,2024-09-23 18:46:57,18,Russia,Russia,High amount
15274,117528.99,2024-05-09 13:05:52,13,Russia,Russia,High amount
12849,117521.09,2024-03-22 11:34:57,11,Russia,Russia,High amount
11757,117518.04,2024-10-07 01:58:34,1,Russia,Russia,High amount
15347,117510.27,2024-06-30 06:07:00,6,Russia,Бутан,High amount
24593,117438.87,2024-02-02 21:44:59,21,Russia,Russia,High amount
28740,117400.8,2024-10-25 20:40:34,20,Russia,Russia,High amount
1874,117398.56,2024-07-09 12:13:45,12,Russia,Russia,High amount
10364,117394.76,2024-01-28 07:32:30,7,Russia,Russia,High amount
11471,117391.25,2024-04-09 10:58:45,10,Russia,Russia,High amount
12634,117385.84,2024-07-22 21:02:56,21,Russia,Russia,High amount
19432,117319.43,2024-03-08 12:07:36,12,Russia,Russia,High amount
10524,117318.21,2024-07-09 20:11:46,20,Russia,Russia,High amount
21327,117317.64,2024-03-17 14:31:45,14,Russia,Russia,High amount
27652,117317.3,2024-02-22 20:50:51,20,Russia,Russia,High amount
11020,117310.2,2024-09-01 00:34:45,0,Russia,Russia,High amount
25831,117307.37,2024-11-14 15:17:30,15,Russia,Russia,High amount
10527,117298.56,2024-11-24 01:11:27,1,Russia,Russia,High amount
6263,117272.46,2024-06-20 00:35:05,0,Russia,Russia,High amount
6354,117245.76,2024-06-27 20:45:22,20,Russia,Russia,High amount
17017,117207.22,2024-03-22 07:18:48,7,Russia,Russia,High amount
28126,117199.68,2024-06-10 03:31:10,3,Russia,Финляндия,High amount
19989,117160.31,2024-08-08 18:18:52,18,Russia,Russia,High amount
5959,117157.59,2024-08-09 10:27:04,10,Russia,Russia,High amount
14739,117151.98,2024-05-01 19:53:06,19,Russia,Russia,High amount
22660,117130.06,2024-12-01 13:28:43,13,Russia,Russia,High amount
3622,117123.09,2024-08-12 04:22:18,4,Russia,Russia,High amount
409,117098.14,2024-09-26 12:01:16,12,Russia,Russia,High amount
4486,117062.74,2024-04-13 06:34:02,6,Russia,Russia,High amount
16939,117022.11,2024-10-27 15:20:25,15,Russia,Russia,High amount
1623,117016.0,2024-07-29 15:57:37,15,Russia,Russia,High amount
9552,116945.14,2024-08-19 17:13:57,17,Russia,Russia,High amount
12059,116925.53,2024-05-29 00:46:41,0,Russia,Russia,High amount
20671,116916.87,2024-08-15 01:23:14,1,Russia,Финляндия,High amount
1532,116908.75,2024-08-05 09:24:40,9,Russia,Russia,High amount
22052,116899.14,2024-05-09 03:17:50,3,Russia,Russia,High amount
15590,116897.27,2024-06-08 04:38:50,4,Russia,Russia,High amount
17375,116892.65,2024-08-23 23:22:53,23,Russia,Russia,High amount
18948,116868.02,2024-09-04 13:18:12,13,Russia,Russia,High amount
1285,116863.86,2024-04-16 20:33:38,20,Russia,Russia,High amount
18250,116818.12,2024-05-16 14:57:50,14,Russia,Russia,High amount
27619,116814.08,2024-01-07 03:52:41,3,Russia,Russia,High amount
20664,116809.24,2024-12-11 15:11:02,15,Russia,Russia,High amount
23041,116797.96,2024-06-19 11:41:41,11,Russia,Russia,High amount
7578,116764.33,2024-09-13 09:41:47,9,Russia,Russia,High amount
15423,116741.84,2024-10-15 14:33:11,14,Russia,Бутан,High amount
25713,116737.47,2024-11-25 12:47:59,12,Russia,Russia,High amount
28019,116731.77,2024-12-19 08:09:40,8,Russia,Russia,High amount
25267,116695.81,2024-07-21 21:09:14,21,Russia,Джибути,High amount
25694,116675.6,2024-07-15 16:19:21,16,Russia,Russia,High amount
5131,116663.34,2024-11-11 22:05:43,22,Russia,Russia,High amount
4866,116662.65,2024-07-11 04:21:15,4,Russia,Russia,High amount
6355,116648.29,2024-07-29 19:04:47,19,Russia,Russia,High amount
